gdsn_attribute_name,gdsn_occurrences,gdsn_bms_ids,gdsn_data_type,gdsn_code_list,proposed_webvoc_property,proposed_webvoc_label,proposed_webvoc_range,match_percentage,suggestion_status,auto_emit,match_reasons,second_candidate,second_percentage,third_candidate,third_percentage,source_versions,review_note,review_consensus_status,reviewer_count,accept_count,needs_human_review_count,reject_count,no_equivalent_count,mean_reviewer_confidence,reviewer_decisions,recommended_action
targetConsumerAge/@languageCode,1,1559,LanguageCode,LanguageCode,gs1:targetConsumerAge,Target Consumer Age,xsd:string,62.8,review_candidate,false,"sterke naamgelijkenis (73%); gedeelde termen: age, consumer, target; datatype/range broadly compatible",gs1:fileLanguageCode,38.0,gs1:targetConsumerGender,34.4,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,3,1,1,0,1,83.3,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
targetConsumerAgeGroup,1,1561,Description500,,gs1:targetConsumerAge,Target Consumer Age,xsd:string,72.7,review_candidate,false,"sterke naamgelijkenis (86%); gedeelde termen: age, consumer, target; definitie-overlap: age, designed; datatype/range broadly compatible",gs1:targetConsumerGender,42.3,gs1:foodBeverageTargetUse,23.0,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,0,3,0,0,68.3,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
targetConsumerAgeGroupCode,1,6158,TargetConsumerAgeGroupCode,TargetConsumerAgeGroupCode,gs1:targetConsumerAge,Target Consumer Age,xsd:string,69.4,review_candidate,false,"sterke naamgelijkenis (77%); gedeelde termen: age, consumer, target; definitie-overlap: age, designed; datatype/range broadly compatible",gs1:targetConsumerGender,40.6,gs1:consumerSalesCondition,22.2,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,0,3,0,0,67.7,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
targetConsumerGender,1,1560,TargetConsumerGenderCode,TargetConsumerGenderCode,gs1:targetConsumerGender,Target Consumer Gender,gs1:TargetConsumerGenderCode,100.0,strong_candidate,false,"exacte naam; gedeelde termen: consumer, gender, target; definitie-overlap: been, consumer, designed, gender, identifies, target; datatype/range broadly compatible",gs1:targetConsumerAge,56.5,gs1:consumerLifestage,26.2,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,96.5,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
targetMarketConsumerSalesConditionCode,1,5832,ConsumerSalesConditionTypeCode,ConsumerSalesConditionTypeCode,gs1:consumerSalesCondition,Consumer Sales Condition Code,gs1:ConsumerSalesConditionsCode,72.9,review_candidate,false,"sterke naamgelijkenis (79%); gedeelde termen: condition, consumer, sales; definitie-overlap: can, consumer, example, how, imposed, regarding, restrictions, sold; datatype/range broadly compatible",gs1:targetMarket,42.1,gs1:targetConsumerAge,34.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,0,3,0,0,73.0,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
targetMarketCountryCode,22,112 | 138 | 1564 | 2270 | 2300 | 4047 | 4053 | 4111 | 4163 | 4168 | 4220 | 4265 | 4416 | 4456 | 4510 | 4537 | 4628 | 4649 | 5334 | 5348,CountryCode,CountryCode,gs1:targetMarket,Has Target Market,gs1:TargetMarketDetails,61.2,review_candidate,false,"matige naamgelijkenis (65%); gedeelde termen: market, target; definitie-overlap: market, target; datatype/range broadly compatible",gs1:countryCode,52.8,gs1:targetMarketCountries,50.0,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,4,1,2,0,0,68.7,antigravity=needs_human_review | gemini=accept | deepresearch=alternative gs1:targetMarketCountries: needs_human_review | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
toxicityMeasurement/@measurementUnitCode,1,2369,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,68.4,review_candidate,false,"matige naamgelijkenis (65%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:value,20.0,gs1:nutrientBasisQuantityType,19.6,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,77.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
tradeItemIncludedAccessories,1,1496,Description1000,,gs1:includedAccessories,Included Accessories,rdf:langString,74.7,review_candidate,false,"sterke naamgelijkenis (79%); gedeelde termen: accessories, included; definitie-overlap: adds, any, but, core, device, functionality, included, itself; datatype/range broadly compatible",gs1:purchaseSuppliesOrAccessories,21.0,gs1:itemOffered,15.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,4,0,3,0,0,75.0,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=alternative gs1:purchaseSuppliesOrAccessories: no_equivalent | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
usageColourDescription,1,5482,Description500,,gs1:colourDescription,Colour Description,rdf:langString,77.2,review_candidate,false,"sterke naamgelijkenis (86%); gedeelde termen: colour, description; definitie-overlap: colour, description; datatype/range broadly compatible",gs1:locationDescription,37.5,gs1:offerDescription,33.6,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,79.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
variantDescription,1,3520,Description500,,gs1:variantDescription,Variant Description,rdf:langString,100.0,strong_candidate,false,"exacte naam; gedeelde termen: description, variant; definitie-overlap: brand, characteristics, differentiate, distinguishing, field, fragrance, free, identify; datatype/range broadly compatible",gs1:productionVariantDescription,67.6,gs1:productDescription,40.6,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,0,0,0,99.3,antigravity=accept | gemini=accept | deepresearch=alternative gs1:productionVariantDescription: needs_human_review | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
variantDescription/@languageCode,1,3521,LanguageCode,LanguageCode,gs1:variantDescription,Variant Description,rdf:langString,64.8,review_candidate,false,"sterke naamgelijkenis (73%); gedeelde termen: description, variant; datatype/range broadly compatible",gs1:productionVariantDescription,39.4,gs1:fileLanguageCode,36.6,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,3,1,1,0,1,84.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
velocity/@measurementUnitCode,1,5871,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,69.7,review_candidate,false,"matige naamgelijkenis (68%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:value,20.9,gs1:nutrientBasisQuantityType,19.8,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,77.3,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
vintage,1,357,gYear,,gs1:isVintage,Is Vintage,gs1:NonbinaryLogicCode,79.7,review_candidate,false,"sterke naamgelijkenis (83%); gedeelde termen: vintage; definitie-overlap: vintage, whether; datatype/range broadly compatible",gs1:beverageVintage,62.4,gs1:vintner,18.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,4,0,2,1,0,76.0,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=reject | chatgpt=alternative gs1:beverageVintage: needs_human_review,Keep review-only; resolve conflicting semantics or target property.
vintner,1,353,string,,gs1:vintner,Vintner,rdf:langString,100.0,strong_candidate,false,"exacte naam; gedeelde termen: vintner; definitie-overlap: company, hired, making, many, oenologist, oenology, person, preparation; datatype/range broadly compatible",gs1:isVintage,14.7,gs1:beverageVintage,12.0,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,97.2,antigravity=accept | gemini=accept | deepresearch=needs_human_review | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
visibleLight/@measurementUnitCode,1,5933,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,62.5,review_candidate,false,"matige naamgelijkenis (62%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:nutrientBasisQuantityType,18.1,gs1:nutrientMeasurementPrecision,17.1,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,75.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
warningCopyDescription,1,2316,Description5000,,gs1:warningCopyDescription,Warning Copy Description,rdf:langString,100.0,strong_candidate,false,"exacte naam; gedeelde termen: copy, description, warning; definitie-overlap: additional, caution, information, outlines, package, printed, requirements, special; datatype/range broadly compatible",gs1:productDescription,30.3,gs1:offerDescription,29.1,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
warningCopyDescription/@languageCode,1,2317,LanguageCode,LanguageCode,gs1:warningCopyDescription,Warning Copy Description,rdf:langString,64.2,review_candidate,false,"sterke naamgelijkenis (77%); gedeelde termen: copy, description, warning; datatype/range broadly compatible",gs1:fileLanguageCode,33.6,gs1:locationDescription,31.2,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,3,1,1,0,1,84.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
warrantyDescription,1,3962,Description2500,,gs1:warrantyScopeDescription,Warranty Scope,rdf:langString,61.9,review_candidate,false,"sterke naamgelijkenis (77%); gedeelde termen: description, warranty; definitie-overlap: available, description, warranty; datatype/range broadly compatible",gs1:warranty,47.7,gs1:locationDescription,41.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,4,1,3,0,0,71.8,antigravity=needs_human_review | gemini=accept | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
warrantyDuration,1,3976,Measurement,,gs1:durationOfWarranty,Duration Of Warranty,gs1:QuantitativeValue,62.4,review_candidate,false,"sterke naamgelijkenis (80%); gedeelde termen: duration, warranty; definitie-overlap: period, time, valid, warranty, within; datatype/range conflict",gs1:warranty,50.6,gs1:warrantyScopeDescription,30.8,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,4,0,4,0,0,71.2,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
warrantyDuration/@measurementUnitCode,1,3977,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,60.5,review_candidate,false,"matige naamgelijkenis (57%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:warranty,31.3,gs1:durationOfWarranty,24.6,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,74.3,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
warrantyType,1,3965,string [Suggested Code List 409],WarrantyTypeCode,gs1:warranty,Has Offer Warranty,gs1:WarrantyPromise,61.0,review_candidate,false,sterke naamgelijkenis (75%); gedeelde termen: warranty; datatype/range broadly compatible,gs1:warrantyScopeDescription,37.5,gs1:manufacturersWarranty,33.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,4,1,2,0,1,70.5,antigravity=needs_human_review | gemini=accept | deepresearch=needs_human_review | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
width/@measurementUnitCode,1,1672,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,71.9,review_candidate,false,"sterke naamgelijkenis (74%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:value,22.3,gs1:nutrientBasisQuantityType,18.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,78.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
